Accession,Length,Nuc_Completeness,Geo_Location
MT632623,29868,complete,"USA: Washington,King County"
MT632624,29873,complete,"USA: Washington,King County"
MT632625,29856,complete,"USA: Washington,King County"
MT632626,29868,complete,"USA: Washington,King County"
MT632627,29857,complete,"USA: Washington,King County"
MT632628,29857,partial,"USA: Washington,King County"
MT632629,29875,complete,"USA: Washington,King County"
MT632630,29866,complete,"USA: Washington,King County"
MT632631,29858,complete,"USA: Washington,King County"
MT632632,29856,complete,"USA: Washington,King County"
MT632633,29817,partial,"USA: Washington,King County"
MT632766,29877,complete,"USA: Washington,Pierce County"
MT632767,29823,partial,"USA: Washington,King County"
MT632768,29848,partial,"USA: Washington,Yakima County"
MT632769,29851,complete,"USA: Washington,Snohomish County"
MT632770,29867,complete,"USA: Washington,Snohomish County"
MT632771,29868,complete,"USA: Washington,Yakima County"
MT632772,29858,complete,"USA: Washington,Pierce County"
MT632773,29840,complete,"USA: Washington,Pierce County"
MT632774,29726,partial,"USA: Washington,King County"
MT632775,29871,complete,"USA: Washington,King County"
MT632776,29869,complete,"USA: Washington,Yakima County"
MT632777,29870,complete,"USA: Washington,Snohomish County"
MT632778,29854,complete,"USA: Washington,Yakima County"
MT632780,29868,complete,"USA: Washington,Yakima County"
MT632781,29879,complete,"USA: Washington,Whatcom County"
MT632782,29864,complete,"USA: Washington,Skagit County"
MT632783,29863,complete,"USA: Washington,Snohomish County"
MT632784,29868,complete,"USA: Washington,Yakima County"
MT632785,29858,complete,"USA: Washington,Yakima County"
MT632786,29874,complete,"USA: Washington,Pierce County"
MT632787,29869,complete,"USA: Washington,Skagit County"
MT632788,29859,complete,"USA: Washington,Pierce County"
MT632789,29863,complete,"USA: Washington,Whatcom County"
MT632790,29868,complete,"USA: Washington,Pierce County"
MT632791,29879,complete,"USA: Washington,Yakima County"
MT632792,29867,complete,"USA: Washington,Snohomish County"
MT632793,29870,complete,"USA: Washington,Yakima County"
MT632794,29868,complete,"USA: Washington,Yakima County"
MT632795,29864,complete,"USA: Washington,Pierce County"
MT632796,29857,complete,"USA: Washington,Yakima County"
MT632797,29875,complete,"USA: Washington,Pierce County"
MT632798,29872,complete,"USA: Washington,Adams County"
MT632799,29868,complete,"USA: Washington,Yakima County"
MT632800,29879,complete,"USA: Washington,Whatcom County"
MT632801,29868,complete,"USA: Washington,Skagit County"
MT632802,29868,complete,"USA: Washington,Whatcom County"
MT632803,29878,complete,"USA: Washington,Adams County"
MT632804,29875,complete,"USA: Washington,Yakima County"
MT632805,29852,complete,"USA: Washington,Pierce County"
MT632806,29877,complete,"USA: Washington,King County"
MT632807,29858,complete,"USA: Washington,Skagit County"
MT632808,29868,complete,"USA: Washington,Yakima County"
MT632810,29872,complete,"USA: Washington,Skagit County"
MT632813,29878,complete,"USA: Washington,Whatcom County"
MT632814,29877,complete,"USA: Washington,Yakima County"
MT632815,29859,complete,"USA: Washington,Snohomish County"
MT632816,29877,complete,"USA: Washington,Yakima County"
MT632817,29875,complete,"USA: Washington,Mason County"
MT632818,29863,complete,"USA: Washington,Skagit County"
MT632819,29860,complete,"USA: Washington,Skagit County"
MT632820,29856,complete,"USA: Washington,King County"
MT632821,29869,complete,"USA: Washington,Pierce County"
MT632823,29856,complete,"USA: Washington,Pierce County"
MT632824,29872,complete,"USA: Washington,Pierce County"
MT632825,29852,complete,"USA: Washington,Yakima County"
MT632826,29868,complete,"USA: Washington,Yakima County"
MT632827,29868,complete,"USA: Washington,Yakima County"
MT632828,29868,complete,"USA: Washington,Pierce County"
MT632829,29870,complete,"USA: Washington,Yakima County"
MT632830,29868,complete,"USA: Washington,Pierce County"
MT632831,29868,complete,"USA: Washington,Whatcom County"
MT632832,29868,complete,"USA: Washington,Yakima County"
MT632833,29868,complete,"USA: Washington,Pierce County"
MT632835,29867,complete,"USA: Washington,Whatcom County"
MT632836,29872,complete,"USA: Washington,Yakima County"
MT632838,29861,complete,"USA: Washington,Skagit County"
MT632839,29857,complete,"USA: Washington,Skagit County"
MT632840,29860,complete,"USA: Washington,Pierce County"
MT632841,29863,complete,"USA: Washington,Yakima County"
MT632842,29857,complete,"USA: Washington,Pierce County"
MT632843,29868,complete,"USA: Washington,Yakima County"
MT632844,29857,complete,"USA: Washington,Whatcom County"
MT632845,29861,complete,"USA: Washington,Yakima County"
MT632846,29863,complete,"USA: Washington,Pierce County"
MT632847,29868,complete,"USA: Washington,Yakima County"
MT632848,29859,complete,"USA: Washington,Skagit County"
MT632849,29863,complete,"USA: Washington,Skagit County"
MT632850,29868,complete,"USA: Washington,Pierce County"
MT632851,29868,complete,"USA: Washington,Yakima County"
MT632852,29848,complete,"USA: Washington,Pierce County"
MT632853,29863,complete,"USA: Washington,Yakima County"
MT632854,29872,complete,"USA: Washington,Yakima County"
MT632855,29876,complete,"USA: Washington,Whatcom County"
MT632856,29868,complete,"USA: Washington,Yakima County"
MT632857,29862,complete,USA: Washington
MT632858,29861,complete,"USA: Washington,King County"
MT632859,29863,complete,"USA: Washington,Yakima County"
MT632860,29860,complete,"USA: Washington,Pierce County"
MT632861,29869,complete,"USA: Washington,Mason County"
MT632862,29818,partial,"USA: Washington,Yakima County"
MT632863,29860,complete,"USA: Washington,Pierce County"
MT632865,29859,complete,"USA: Washington,Franklin County"
MT632866,29862,complete,"USA: Washington,Yakima County"
MT632867,29867,complete,"USA: Washington,Yakima County"
MT632868,29863,complete,"USA: Washington,Yakima County"
MT632869,29855,complete,"USA: Washington,Yakima County"
MT632871,29868,complete,"USA: Washington,Yakima County"
MT632872,29860,complete,"USA: Washington,Yakima County"
MT632873,29863,partial,"USA: Washington,Pierce County"
MT632874,29859,complete,"USA: Washington,King County"
MT632875,29871,complete,"USA: Washington,Yakima County"
MT632876,29857,complete,"USA: Washington,Pierce County"
MT632877,29859,complete,"USA: Washington,Pierce County"
MT632878,29868,complete,"USA: Washington,Yakima County"
MT632879,29863,complete,"USA: Washington,Pierce County"
MT632880,29857,complete,"USA: Washington,Pierce County"
MT632881,29867,complete,"USA: Washington,Pierce County"
MT632882,29859,complete,"USA: Washington,Yakima County"
MT632883,29869,complete,"USA: Washington,Yakima County"
MT632884,29860,complete,"USA: Washington,King County"
MT632885,29857,complete,"USA: Washington,Yakima County"
MT632886,29868,complete,"USA: Washington,Yakima County"
MT632887,29859,complete,"USA: Washington,Yakima County"
MT632888,29872,complete,"USA: Washington,Yakima County"
MT632889,29862,complete,"USA: Washington,Snohomish County"
MT632890,29868,complete,"USA: Washington,Yakima County"
MT632891,29801,partial,"USA: Washington,Yakima County"
MT632892,29849,complete,"USA: Washington,Yakima County"
MT632893,29870,complete,"USA: Washington,Yakima County"
MT632894,29849,complete,"USA: Washington,Snohomish County"
MT632895,29868,complete,"USA: Washington,Yakima County"
MT632896,29857,complete,"USA: Washington,King County"
MT632897,29868,complete,"USA: Washington,Yakima County"
MT632899,29854,partial,"USA: Washington,Asotin County"
MT632900,29869,complete,"USA: Washington,Adams County"
MT632901,29868,complete,"USA: Washington,Yakima County"
MT632902,29868,complete,"USA: Washington,Yakima County"
MT632903,29871,complete,"USA: Washington,Yakima County"
MT632904,29868,complete,"USA: Washington,Yakima County"
MT632905,29859,complete,"USA: Washington,King County"
MT632907,29868,complete,"USA: Washington,Yakima County"
MT632908,29868,complete,"USA: Washington,Grant County"
MT632909,29830,complete,"USA: Washington,Pierce County"
MT632910,29859,complete,"USA: Washington,Benton County"
MT632911,29863,complete,"USA: Washington,Yakima County"
MT632912,29859,complete,"USA: Washington,Whatcom County"
MT632914,29858,complete,"USA: Washington,Franklin County"
MT632915,29852,partial,"USA: Washington,Yakima County"
MT632916,29851,complete,"USA: Washington,Franklin County"
MT632917,29857,complete,"USA: Washington,Yakima County"
MT632918,29879,complete,"USA: Washington,Yakima County"
MT632919,29870,complete,"USA: Washington,Asotin County"
MT632920,29869,complete,"USA: Washington,Yakima County"
MT632921,29856,complete,"USA: Washington,Yakima County"
MT632922,29868,complete,"USA: Washington,Yakima County"
MT632923,29813,complete,"USA: Washington,Snohomish County"
MT632925,29872,complete,"USA: Washington,King County"
MT632926,29869,complete,"USA: Washington,Yakima County"
MT632927,29868,complete,"USA: Washington,Yakima County"
MT632928,29862,complete,"USA: Washington,Yakima County"
MT632929,29862,complete,USA: Washington
MT632930,29859,complete,"USA: Washington,Yakima County"
MT632931,29862,complete,"USA: Washington,Adams County"
MT632932,29869,complete,"USA: Washington,King County"
MT632933,29860,complete,"USA: Washington,King County"
MT632934,29865,complete,"USA: Washington,Yakima County"
MT632935,29863,complete,"USA: Washington,Pierce County"
MT632936,29864,complete,"USA: Washington,King County"
MT632937,29871,complete,"USA: Washington,King County"
MT632939,29868,complete,"USA: Washington,Yakima County"
MT632940,29846,complete,"USA: Washington,King County"
MT632941,29857,complete,"USA: Washington,Yakima County"
MT632942,29862,complete,"USA: Washington,Franklin County"
MT632943,29857,complete,"USA: Washington,King County"
MT632944,29870,complete,"USA: Washington,Yakima County"
MT632945,29852,complete,"USA: Washington,Snohomish County"
MT632946,29859,complete,"USA: Washington,King County"
MT632947,29859,complete,"USA: Washington,Adams County"
MT632948,29860,complete,"USA: Washington,Yakima County"
MT632949,29863,complete,"USA: Washington,Yakima County"
MT632950,29869,complete,"USA: Washington,Pierce County"
MT632952,29860,complete,"USA: Washington,Yakima County"
MT632953,29858,complete,"USA: Washington,King County"
MT632954,29860,complete,"USA: Washington,Yakima County"
MT632955,29868,complete,"USA: Washington,King County"
MT632956,29868,complete,"USA: Washington,King County"
MT632957,29868,complete,"USA: Washington,Yakima County"
MT632958,29856,complete,"USA: Washington,Yakima County"
MT632959,29868,complete,"USA: Washington,King County"
MT632960,29868,complete,"USA: Washington,Yakima County"
MT632961,29857,complete,"USA: Washington,Yakima County"
MT632962,29862,complete,"USA: Washington,King County"
MT632963,29871,complete,"USA: Washington,Yakima County"
MT632964,29857,complete,"USA: Washington,Yakima County"
MT632965,29869,complete,"USA: Washington,Yakima County"
MT632966,29868,complete,"USA: Washington,Yakima County"
MT632967,29859,complete,"USA: Washington,Snohomish County"
MT632968,29868,complete,"USA: Washington,Yakima County"
MT632969,29867,complete,"USA: Washington,King County"
MT632970,29868,complete,"USA: Washington,Yakima County"
MT632971,29863,complete,"USA: Washington,King County"
MT632972,29864,complete,"USA: Washington,Yakima County"
MT632973,29876,complete,"USA: Washington,Yakima County"
MT632974,29868,complete,"USA: Washington,Yakima County"
MT632975,29878,complete,"USA: Washington,Yakima County"
MT632976,29868,complete,"USA: Washington,Yakima County"
MT632977,29867,complete,"USA: Washington,King County"
MT632978,29868,complete,"USA: Washington,Yakima County"
MT632979,29837,complete,"USA: Washington,Yakima County"
MT632981,29868,complete,"USA: Washington,Yakima County"
MT632982,29860,complete,"USA: Washington,Yakima County"
MT632983,29840,complete,"USA: Washington,King County"
MT632984,29862,complete,"USA: Washington,King County"
MT632985,29868,complete,"USA: Washington,Yakima County"
MT632986,29873,complete,"USA: Washington,Yakima County"
MT632987,29867,complete,"USA: Washington,King County"
MT632988,29875,complete,"USA: Washington,Yakima County"
MT632989,29863,complete,"USA: Washington,Yakima County"
MT632991,29855,complete,"USA: Washington,Yakima County"
MT632992,29859,complete,"USA: Washington,Yakima County"
MT632993,29868,complete,"USA: Washington,Yakima County"
MT632994,29876,complete,"USA: Washington,Yakima County"
MT632995,29870,complete,"USA: Washington,Yakima County"
MT632996,29868,complete,"USA: Washington,Yakima County"
MT632997,29855,complete,"USA: Washington,Yakima County"
MT632998,29869,complete,"USA: Washington,Yakima County"
MT632999,29868,complete,"USA: Washington,Yakima County"
MT633000,29868,complete,"USA: Washington,Snohomish County"
MT633001,29859,complete,"USA: Washington,Kittitas County"
MT633002,29876,complete,"USA: Washington,Yakima County"
MT633003,29865,complete,"USA: Washington,Yakima County"
MT633004,29857,complete,"USA: Washington,Adams County"
MT633005,29867,complete,"USA: Washington,King County"
MT633006,29858,complete,"USA: Washington,Yakima County"
MT633007,29847,complete,"USA: Washington,Yakima County"
MT633008,29870,complete,"USA: Washington,Yakima County"
MT633009,29869,complete,"USA: Washington,Yakima County"
MT633010,29868,complete,"USA: Washington,Yakima County"
MT633011,29863,complete,"USA: Washington,Yakima County"
MT633012,29850,partial,"USA: Washington,Whatcom County"
MT633013,29861,complete,"USA: Washington,Yakima County"
MT633014,29868,complete,"USA: Washington,Yakima County"
MT633015,29863,complete,"USA: Washington,Yakima County"
MT633016,29868,complete,"USA: Washington,Yakima County"
MT633017,29856,complete,"USA: Washington,Yakima County"
MT633018,29863,complete,"USA: Washington,Yakima County"
MT633019,29874,complete,"USA: Washington,Yakima County"
MT633020,29863,complete,"USA: Washington,Yakima County"
MT633021,29856,complete,"USA: Washington,Yakima County"
MT633022,29851,complete,"USA: Washington,King County"
MT633023,29868,complete,"USA: Washington,Yakima County"
MT633024,29857,complete,"USA: Washington,Yakima County"
MT633025,29861,complete,"USA: Washington,Yakima County"
MT633026,29868,complete,"USA: Washington,Yakima County"
MT633027,29857,complete,"USA: Washington,Yakima County"
MT633028,29857,complete,"USA: Washington,Yakima County"
MT633029,29868,complete,"USA: Washington,Yakima County"
MT633030,29862,complete,"USA: Washington,Yakima County"
MT633031,29857,complete,"USA: Washington,Yakima County"
MT633032,29857,complete,"USA: Washington,Yakima County"
MT633033,29867,complete,"USA: Washington,Yakima County"
MT633034,29868,complete,"USA: Washington,Yakima County"
MT633035,29857,complete,"USA: Washington,Yakima County"
MT633036,29857,complete,"USA: Washington,Yakima County"
